Analysis data for 10-pattern-pattern algorithm on x and y signals for n = 3000
# of comparisons: 5580, regression equation: ,execution time: 0.044301 s
# of exchanges: 28, regression equation: 
count,incoming signal,x signal,y signal
0,0,1,0
1,1,0,1
2,0,0,0
3,1,1,1
4,1,1,1
5,1,0,1
6,0,0,1
7,1,1,1
8,0,0,1
9,1,0,1
10,1,,
11,1,,
12,1,,
13,0,,
14,0,,
15,0,,
16,0,,
17,0,,
18,0,,
19,0,,
20,0,,
21,1,,
22,1,,
23,1,,
24,0,,
25,0,,
26,0,,
27,1,,
28,1,,
29,0,,
30,1,,
31,1,,
32,1,,
33,1,,
34,1,,
35,1,,
36,1,,
37,1,,
38,0,,
39,1,,
40,1,,
41,0,,
42,0,,
43,0,,
44,0,,
45,0,,
46,0,,
47,0,,
48,0,,
49,0,,
50,0,,
51,1,,
52,0,,
53,0,,
54,1,,
55,0,,
56,1,,
57,0,,
58,1,,
59,0,,
60,1,,
61,0,,
62,1,,
63,0,,
64,0,,
65,0,,
66,1,,
67,0,,
68,1,,
69,0,,
70,0,,
71,1,,
72,1,,
73,0,,
74,1,,
75,1,,
76,1,,
77,0,,
78,1,,
79,1,,
80,0,,
81,0,,
82,1,,
83,1,,
84,0,,
85,1,,
86,0,,
87,0,,
88,0,,
89,1,,
90,1,,
91,1,,
92,0,,
93,0,,
94,1,,
95,0,,
96,1,,
97,0,,
98,1,,
99,0,,
100,0,,
101,0,,
102,0,,
103,0,,
104,0,,
105,1,,
106,1,,
107,0,,
108,1,,
109,1,,
110,0,,
111,1,,
112,1,,
113,0,,
114,1,,
115,0,,
116,1,,
117,0,,
118,0,,
119,0,,
120,0,,
121,0,,
122,0,,
123,1,,
124,0,,
125,1,,
126,0,,
127,1,,
128,1,,
129,0,,
130,1,,
131,1,,
132,0,,
133,1,,
134,1,,
135,0,,
136,0,,
137,1,,
138,0,,
139,1,,
140,0,,
141,0,,
142,0,,
143,1,,
144,1,,
145,0,,
146,0,,
147,1,,
148,0,,
149,0,,
150,0,,
151,1,,
152,0,,
153,0,,
154,1,,
155,0,,
156,1,,
157,1,,
158,1,,
159,0,,
160,0,,
161,1,,
162,0,,
163,1,,
164,1,,
165,1,,
166,1,,
167,1,,
168,1,,
169,0,,
170,1,,
171,1,,
172,0,,
173,1,,
174,1,,
175,1,,
176,0,,
177,0,,
178,1,,
179,1,,
180,1,,
181,0,,
182,1,,
183,1,,
184,0,,
185,1,,
186,0,,
187,0,,
188,0,,
189,0,,
190,0,,
191,1,,
192,0,,
193,1,,
194,0,,
195,1,,
196,0,,
197,0,,
198,1,,
199,0,,
200,1,,
201,0,,
202,1,,
203,1,,
204,0,,
205,1,,
206,1,,
207,1,,
208,1,,
209,1,,
210,1,,
211,0,,
212,1,,
213,1,,
214,1,,
215,1,,
216,0,,
217,0,,
218,0,,
219,0,,
220,1,,
221,1,,
222,0,,
223,1,,
224,0,,
225,0,,
226,0,,
227,0,,
228,1,,
229,1,,
230,1,,
231,0,,
232,0,,
233,1,,
234,0,,
235,1,,
236,0,,
237,0,,
238,1,,
239,0,,
240,1,,
241,0,,
