Analysis data for 20-pattern-pattern algorithm on x signals for n = 2000
# of comparisons: 3623, regression equation: ,execution time: 0.022997 s
# of exchanges: 4, regression equation: 
count,incoming signal,x signal,y signal
0,0,0,0
1,0,1,
2,1,1,
3,0,1,
4,1,1,
5,1,1,
6,0,1,
7,1,1,
8,1,1,
9,1,1,
10,0,1,
11,1,1,
12,1,1,
13,1,1,
14,0,0,
15,0,0,
16,1,1,
17,1,1,
18,0,0,
19,1,0,
20,0,,
21,0,,
22,0,,
23,1,,
24,1,,
25,0,,
26,0,,
27,1,,
28,1,,
29,1,,
30,0,,
31,1,,
32,1,,
33,0,,
34,1,,
35,0,,
36,0,,
37,0,,
38,0,,
39,0,,
40,0,,
41,1,,
42,0,,
43,0,,
44,1,,
45,1,,
46,1,,
47,1,,
48,1,,
49,0,,
50,0,,
51,1,,
52,1,,
53,0,,
54,1,,
55,1,,
56,0,,
57,0,,
58,1,,
59,1,,
60,1,,
61,0,,
62,0,,
63,1,,
64,0,,
65,0,,
66,0,,
67,1,,
68,1,,
69,1,,
70,1,,
71,1,,
72,1,,
73,1,,
74,0,,
75,0,,
76,0,,
77,1,,
78,0,,
79,0,,
80,1,,
81,0,,
82,0,,
83,1,,
84,1,,
85,1,,
86,1,,
87,1,,
88,1,,
89,0,,
90,1,,
91,0,,
92,1,,
93,1,,
94,0,,
95,0,,
96,1,,
97,0,,
98,0,,
99,0,,
100,1,,
101,1,,
102,0,,
103,1,,
104,1,,
105,0,,
106,1,,
107,0,,
108,1,,
109,0,,
110,1,,
111,0,,
112,1,,
113,0,,
114,1,,
115,0,,
116,0,,
117,0,,
118,1,,
119,1,,
120,1,,
121,0,,
122,0,,
123,1,,
124,0,,
125,0,,
126,0,,
127,0,,
128,0,,
129,0,,
130,1,,
131,0,,
132,1,,
133,1,,
134,0,,
135,1,,
136,0,,
137,1,,
138,1,,
139,0,,
140,0,,
141,0,,
142,1,,
143,1,,
144,1,,
145,1,,
146,0,,
147,1,,
148,0,,
149,1,,
150,1,,
151,1,,
152,0,,
153,1,,
154,0,,
155,1,,
156,0,,
157,1,,
158,0,,
159,0,,
160,0,,
161,1,,
162,0,,
163,1,,
164,1,,
165,1,,
166,0,,
167,1,,
168,0,,
169,0,,
170,1,,
171,0,,
172,1,,
173,0,,
174,1,,
175,1,,
176,0,,
177,0,,
178,0,,
179,0,,
180,0,,
181,1,,
182,0,,
183,1,,
184,1,,
185,1,,
186,1,,
187,1,,
188,1,,
189,1,,
190,0,,
191,0,,
192,0,,
193,1,,
194,1,,
195,1,,
196,0,,
197,1,,
198,0,,
199,0,,
200,0,,
201,1,,
202,0,,
203,0,,
204,1,,
205,1,,
206,0,,
207,0,,
208,0,,
209,1,,
210,1,,
211,1,,
212,1,,
213,1,,
214,1,,
215,1,,
216,1,,
217,0,,
218,1,,
219,0,,
220,1,,
221,1,,
222,0,,
223,1,,
224,1,,
225,0,,
226,1,,
227,1,,
228,1,,
229,1,,
230,1,,
231,0,,
232,0,,
233,0,,
234,1,,
235,0,,
236,0,,
237,1,,
238,1,,
239,1,,
240,1,,
241,0,,
242,1,,
243,0,,
244,1,,
245,1,,
246,1,,
247,0,,
248,1,,
249,0,,
250,1,,
251,1,,
252,1,,
253,0,,
254,1,,
255,0,,
256,1,,
257,1,,
258,1,,
259,0,,
260,0,,
261,1,,
262,1,,
263,0,,
264,0,,
265,1,,
266,1,,
267,1,,
268,0,,
269,0,,
270,0,,
271,1,,
272,1,,
273,0,,
274,0,,
275,1,,
276,1,,
277,1,,
278,1,,
279,0,,
280,1,,
281,1,,
282,1,,
283,1,,
284,1,,
285,0,,
286,0,,
287,0,,
288,1,,
289,0,,
290,0,,
291,1,,
292,1,,
293,1,,
294,0,,
295,1,,
296,1,,
297,1,,
298,0,,
299,0,,
300,1,,
301,1,,
302,1,,
303,1,,
304,0,,
305,0,,
306,0,,
307,0,,
308,0,,
309,1,,
310,0,,
311,1,,
312,1,,
313,0,,
314,0,,
315,1,,
316,0,,
317,1,,
318,0,,
319,0,,
320,1,,
321,1,,
322,1,,
323,1,,
324,0,,
325,0,,
326,1,,
327,0,,
328,1,,
329,0,,
330,1,,
331,0,,
332,1,,
333,0,,
334,0,,
335,0,,
336,0,,
337,0,,
338,1,,
339,1,,
340,1,,
341,1,,
342,1,,
343,1,,
344,0,,
345,0,,
346,0,,
347,0,,
348,0,,
349,0,,
350,1,,
351,1,,
352,0,,
353,0,,
354,0,,
355,1,,
356,0,,
357,1,,
358,1,,
359,0,,
360,0,,
361,0,,
362,0,,
363,1,,
364,0,,
365,1,,
366,0,,
367,0,,
368,0,,
369,1,,
370,0,,
371,1,,
372,0,,
373,1,,
374,0,,
375,1,,
376,0,,
377,1,,
378,1,,
379,1,,
380,0,,
381,0,,
382,1,,
383,1,,
384,1,,
385,0,,
386,0,,
387,1,,
388,0,,
389,1,,
390,0,,
391,0,,
392,1,,
393,1,,
394,1,,
395,0,,
396,1,,
397,1,,
398,1,,
399,0,,
400,1,,
401,1,,
402,1,,
403,1,,
404,1,,
405,0,,
406,1,,
407,0,,
408,1,,
409,1,,
410,0,,
411,1,,
412,0,,
413,0,,
414,0,,
415,0,,
416,0,,
417,1,,
418,1,,
419,0,,
420,0,,
421,0,,
422,0,,
423,1,,
424,0,,
425,1,,
426,1,,
427,1,,
428,1,,
429,0,,
430,0,,
431,1,,
432,0,,
433,1,,
434,1,,
435,0,,
436,0,,
437,1,,
438,1,,
439,1,,
440,1,,
441,0,,
442,1,,
443,0,,
444,1,,
445,1,,
446,0,,
447,0,,
448,0,,
449,1,,
450,1,,
451,1,,
452,1,,
453,0,,
454,1,,
455,0,,
456,0,,
457,1,,
458,0,,
459,1,,
460,1,,
461,0,,
462,0,,
463,0,,
464,0,,
465,1,,
466,0,,
467,1,,
468,1,,
469,1,,
470,0,,
471,1,,
472,1,,
473,0,,
474,1,,
475,0,,
476,0,,
477,1,,
478,1,,
479,0,,
480,1,,
481,1,,
482,0,,
483,0,,
484,1,,
485,1,,
486,1,,
487,0,,
488,1,,
489,1,,
490,0,,
491,1,,
492,0,,
493,1,,
494,0,,
