Analysis data for 3-pattern-pattern algorithm on x signals for n = 500
# of comparisons: 865, regression equation: ,execution time: 0.001000 s
# of exchanges: 4, regression equation: 
count,incoming signal,x signal,y signal
0,1,1,0
1,1,1,
2,0,0,
3,0,,
4,0,,
5,0,,
6,0,,
7,1,,
8,0,,
9,1,,
10,0,,
11,1,,
12,0,,
13,0,,
14,1,,
15,0,,
16,0,,
17,0,,
18,0,,
19,1,,
20,1,,
21,0,,
22,0,,
23,1,,
24,1,,
25,1,,
26,1,,
27,1,,
28,0,,
29,0,,
30,1,,
31,0,,
32,1,,
33,0,,
34,1,,
35,0,,
36,1,,
37,0,,
38,0,,
39,1,,
40,0,,
41,1,,
42,0,,
43,0,,
44,0,,
45,0,,
46,1,,
47,1,,
48,1,,
49,0,,
50,0,,
51,0,,
52,0,,
53,0,,
54,0,,
55,1,,
56,0,,
57,1,,
58,1,,
59,0,,
60,0,,
61,1,,
62,0,,
63,1,,
64,0,,
65,1,,
66,0,,
67,0,,
68,1,,
69,1,,
70,1,,
71,1,,
72,1,,
73,0,,
74,1,,
75,1,,
76,0,,
77,1,,
78,0,,
79,1,,
80,0,,
81,0,,
82,0,,
83,1,,
84,1,,
85,0,,
86,0,,
87,0,,
88,1,,
89,0,,
90,1,,
91,1,,
92,1,,
93,0,,
94,1,,
95,0,,
96,0,,
97,0,,
98,0,,
99,1,,
100,0,,
101,1,,
102,0,,
103,1,,
104,0,,
105,0,,
106,0,,
107,0,,
108,0,,
109,0,,
110,1,,
111,0,,
112,1,,
113,1,,
114,1,,
115,1,,
116,1,,
117,0,,
118,1,,
119,0,,
120,0,,
121,1,,
122,0,,
123,0,,
124,0,,
125,1,,
126,0,,
127,0,,
128,1,,
129,1,,
130,0,,
131,0,,
132,1,,
133,0,,
134,0,,
135,1,,
136,0,,
137,0,,
138,1,,
139,1,,
140,0,,
141,0,,
142,0,,
143,0,,
144,0,,
145,0,,
146,1,,
147,0,,
148,0,,
149,0,,
150,0,,
151,1,,
152,0,,
153,0,,
154,0,,
155,0,,
156,0,,
157,1,,
158,1,,
159,1,,
160,1,,
161,0,,
162,0,,
163,1,,
164,1,,
165,0,,
166,1,,
167,1,,
168,1,,
169,0,,
170,1,,
171,0,,
172,0,,
173,1,,
174,0,,
175,0,,
176,1,,
177,1,,
178,0,,
179,0,,
180,0,,
181,1,,
182,1,,
183,0,,
184,1,,
185,1,,
186,0,,
187,1,,
188,0,,
189,0,,
190,1,,
191,0,,
192,1,,
193,1,,
194,1,,
195,1,,
196,1,,
197,0,,
198,0,,
199,0,,
200,1,,
201,1,,
202,1,,
203,0,,
204,0,,
205,1,,
206,0,,
207,1,,
208,0,,
209,1,,
210,0,,
211,1,,
212,0,,
213,0,,
214,0,,
215,1,,
216,1,,
217,1,,
218,1,,
219,1,,
220,0,,
221,0,,
222,0,,
223,1,,
224,1,,
225,1,,
226,0,,
227,0,,
228,1,,
229,0,,
230,1,,
231,0,,
232,1,,
233,1,,
234,1,,
235,1,,
236,0,,
237,0,,
238,0,,
239,1,,
240,1,,
241,1,,
242,0,,
243,1,,
244,0,,
245,0,,
246,1,,
247,0,,
248,1,,
249,0,,
250,1,,
251,0,,
252,0,,
253,0,,
254,1,,
255,1,,
256,0,,
257,0,,
258,1,,
259,1,,
260,0,,
261,0,,
262,0,,
263,0,,
264,0,,
265,0,,
266,0,,
267,1,,
268,0,,
269,1,,
270,1,,
271,1,,
272,1,,
273,1,,
274,1,,
275,1,,
276,1,,
277,1,,
278,0,,
279,0,,
280,1,,
281,1,,
282,0,,
283,1,,
284,1,,
285,0,,
286,0,,
287,0,,
288,1,,
289,0,,
290,0,,
291,0,,
292,1,,
293,1,,
294,1,,
295,0,,
296,1,,
297,1,,
298,0,,
299,0,,
300,1,,
301,1,,
302,0,,
303,0,,
304,0,,
305,0,,
306,0,,
307,1,,
308,0,,
309,0,,
310,0,,
311,1,,
312,1,,
313,0,,
314,1,,
315,1,,
316,1,,
317,1,,
318,0,,
319,0,,
320,1,,
321,1,,
322,0,,
323,0,,
324,0,,
325,1,,
326,0,,
327,0,,
328,1,,
329,0,,
330,1,,
331,0,,
332,0,,
333,0,,
334,1,,
335,1,,
336,1,,
337,1,,
338,1,,
339,0,,
340,1,,
341,0,,
342,1,,
343,1,,
344,1,,
345,1,,
346,1,,
347,0,,
348,0,,
349,1,,
350,1,,
351,0,,
352,0,,
353,0,,
354,1,,
355,1,,
356,0,,
357,1,,
358,1,,
359,1,,
360,1,,
361,0,,
362,1,,
363,1,,
364,1,,
365,0,,
366,0,,
367,1,,
368,1,,
369,0,,
370,0,,
371,1,,
372,0,,
373,1,,
374,0,,
375,0,,
376,0,,
377,0,,
378,1,,
379,1,,
380,1,,
381,0,,
382,1,,
383,0,,
384,0,,
385,0,,
386,0,,
387,1,,
388,1,,
389,1,,
390,0,,
391,0,,
392,1,,
393,0,,
394,0,,
395,1,,
396,1,,
397,0,,
398,0,,
399,1,,
400,1,,
401,0,,
402,1,,
403,0,,
404,1,,
405,0,,
406,0,,
407,1,,
408,1,,
409,0,,
410,1,,
411,0,,
412,1,,
413,0,,
414,0,,
415,1,,
416,0,,
417,0,,
418,0,,
419,0,,
420,0,,
421,0,,
422,0,,
423,1,,
424,1,,
425,1,,
426,0,,
427,1,,
428,1,,
429,0,,
430,1,,
431,0,,
432,1,,
433,0,,
434,1,,
435,0,,
436,1,,
437,1,,
438,0,,
439,1,,
440,1,,
441,0,,
442,0,,
443,0,,
444,1,,
445,0,,
446,0,,
447,0,,
448,1,,
449,1,,
450,0,,
451,0,,
452,0,,
453,0,,
454,0,,
455,1,,
456,1,,
457,1,,
458,0,,
459,1,,
460,0,,
461,1,,
462,1,,
463,0,,
464,0,,
465,0,,
466,0,,
467,1,,
468,1,,
469,0,,
470,1,,
471,1,,
472,0,,
473,0,,
474,1,,
475,0,,
476,1,,
477,1,,
478,0,,
479,1,,
480,0,,
481,0,,
482,0,,
483,0,,
484,0,,
485,0,,
486,0,,
487,1,,
488,1,,
489,1,,
490,0,,
491,0,,
492,1,,
493,1,,
494,0,,
495,1,,
496,1,,
497,1,,
498,0,,
499,1,,
