Analysis data for 50-pattern-pattern algorithm on x signals for n = 1500
# of comparisons: 2803, regression equation: ,execution time: 0.016728 s
# of exchanges: 9, regression equation: 
count,incoming signal,x signal,y signal
0,1,1,1
1,0,0,
2,0,1,
3,1,1,
4,1,1,
5,0,1,
6,1,0,
7,1,0,
8,1,0,
9,0,1,
10,0,0,
11,1,0,
12,0,1,
13,0,0,
14,1,0,
15,0,0,
16,1,0,
17,1,0,
18,1,0,
19,0,1,
20,0,1,
21,1,1,
22,1,1,
23,0,1,
24,1,0,
25,1,1,
26,0,0,
27,1,1,
28,0,0,
29,1,1,
30,0,0,
31,0,1,
32,0,1,
33,1,1,
34,1,1,
35,1,0,
36,1,1,
37,1,0,
38,0,1,
39,1,0,
40,1,0,
41,0,0,
42,1,0,
43,1,0,
44,0,0,
45,0,1,
46,0,1,
47,1,0,
48,0,0,
49,1,1,
50,1,,
51,0,,
52,1,,
53,0,,
54,0,,
55,1,,
56,1,,
57,0,,
58,1,,
59,0,,
60,0,,
61,0,,
62,0,,
63,0,,
64,0,,
65,1,,
66,1,,
67,1,,
68,0,,
69,0,,
70,1,,
71,0,,
72,0,,
73,1,,
74,1,,
75,1,,
76,1,,
77,1,,
78,1,,
79,0,,
80,1,,
81,0,,
82,1,,
83,1,,
84,1,,
85,1,,
86,0,,
87,0,,
88,1,,
89,0,,
90,1,,
91,0,,
92,1,,
93,0,,
94,0,,
95,1,,
96,0,,
97,0,,
98,1,,
99,0,,
100,1,,
101,1,,
102,0,,
103,1,,
104,0,,
105,0,,
106,0,,
107,1,,
108,1,,
109,0,,
110,0,,
111,1,,
112,0,,
113,0,,
114,0,,
115,0,,
116,0,,
117,1,,
118,0,,
119,1,,
120,0,,
121,1,,
122,0,,
123,1,,
124,1,,
125,1,,
126,1,,
127,0,,
128,0,,
129,1,,
130,1,,
131,0,,
132,0,,
133,1,,
134,0,,
135,0,,
136,1,,
137,0,,
138,1,,
139,1,,
140,0,,
141,0,,
142,0,,
143,1,,
144,0,,
145,1,,
146,0,,
147,0,,
148,0,,
149,0,,
150,0,,
151,0,,
152,0,,
153,0,,
154,1,,
155,0,,
156,1,,
157,0,,
158,0,,
159,0,,
160,0,,
161,1,,
162,1,,
163,0,,
164,1,,
165,1,,
166,0,,
167,1,,
168,0,,
169,1,,
170,0,,
171,0,,
172,1,,
173,0,,
174,0,,
175,0,,
