Analysis data for 3-pattern-pattern algorithm on x and y signals for n = 3000
# of comparisons: 5665, regression equation: ,execution time: 0.001000 s
# of exchanges: 6, regression equation: 
count,incoming signal,x signal,y signal
0,1,0,0
1,1,0,0
2,1,0,0
3,0,,
4,0,,
5,1,,
6,1,,
7,0,,
8,1,,
9,1,,
10,0,,
11,0,,
12,0,,
13,0,,
14,0,,
15,1,,
16,1,,
17,0,,
18,1,,
19,0,,
20,0,,
21,1,,
22,0,,
23,0,,
24,0,,
25,0,,
26,1,,
27,1,,
28,1,,
29,0,,
30,1,,
31,0,,
32,1,,
33,0,,
34,1,,
35,1,,
36,0,,
37,0,,
38,1,,
39,0,,
40,1,,
41,1,,
42,0,,
43,0,,
44,0,,
45,0,,
46,1,,
47,1,,
48,0,,
49,1,,
50,1,,
51,0,,
52,1,,
53,0,,
54,0,,
55,0,,
56,0,,
57,0,,
58,1,,
59,1,,
60,1,,
61,1,,
62,0,,
63,0,,
64,0,,
65,1,,
66,1,,
67,0,,
68,0,,
69,1,,
70,1,,
71,1,,
72,0,,
73,1,,
74,0,,
75,1,,
76,1,,
77,0,,
78,0,,
79,0,,
80,1,,
81,0,,
82,1,,
83,1,,
84,1,,
85,0,,
86,1,,
87,1,,
88,1,,
89,0,,
90,0,,
91,0,,
92,0,,
93,1,,
94,0,,
95,1,,
96,1,,
97,0,,
98,0,,
99,1,,
100,1,,
101,0,,
102,1,,
103,0,,
104,1,,
105,1,,
106,0,,
107,1,,
108,0,,
109,1,,
110,0,,
111,0,,
112,0,,
113,1,,
114,0,,
115,0,,
116,0,,
117,1,,
118,1,,
119,0,,
120,1,,
121,0,,
122,1,,
123,1,,
124,0,,
125,1,,
126,1,,
127,0,,
128,1,,
129,0,,
130,1,,
131,1,,
132,1,,
133,0,,
134,0,,
135,1,,
136,1,,
137,0,,
138,1,,
139,0,,
140,0,,
141,0,,
142,1,,
143,0,,
144,1,,
145,1,,
146,1,,
147,1,,
148,1,,
149,0,,
150,0,,
151,1,,
152,0,,
153,0,,
154,0,,
155,0,,
156,1,,
157,0,,
158,0,,
159,1,,
160,1,,
161,1,,
162,0,,
163,1,,
164,0,,
165,1,,
166,1,,
167,0,,
168,0,,
169,0,,
170,0,,
171,0,,
172,0,,
173,1,,
174,0,,
175,1,,
176,0,,
177,0,,
178,0,,
179,1,,
180,0,,
181,0,,
182,0,,
183,0,,
184,0,,
185,1,,
186,0,,
187,0,,
188,1,,
189,1,,
190,1,,
191,1,,
192,1,,
193,1,,
194,0,,
195,1,,
196,0,,
197,0,,
198,0,,
199,1,,
200,0,,
201,0,,
202,1,,
203,1,,
204,0,,
205,0,,
206,1,,
207,0,,
208,0,,
209,0,,
210,1,,
211,0,,
212,1,,
213,0,,
214,1,,
215,0,,
216,1,,
217,0,,
218,0,,
219,0,,
220,1,,
221,1,,
222,0,,
223,0,,
224,0,,
225,0,,
226,0,,
227,0,,
228,0,,
229,1,,
230,0,,
231,0,,
232,0,,
233,1,,
234,1,,
235,0,,
236,1,,
237,1,,
238,0,,
239,1,,
240,1,,
241,0,,
242,1,,
243,1,,
244,1,,
245,0,,
246,1,,
247,0,,
248,1,,
249,1,,
250,0,,
251,0,,
252,1,,
253,0,,
254,1,,
255,0,,
256,1,,
257,1,,
258,1,,
259,1,,
260,0,,
261,1,,
262,0,,
263,1,,
264,0,,
265,0,,
266,0,,
267,0,,
268,1,,
269,1,,
270,0,,
271,0,,
272,0,,
273,0,,
274,0,,
275,0,,
276,1,,
277,0,,
278,0,,
279,1,,
280,1,,
281,0,,
282,0,,
283,0,,
284,1,,
285,1,,
286,1,,
287,0,,
288,1,,
289,1,,
290,0,,
291,0,,
292,1,,
293,1,,
294,0,,
295,1,,
296,1,,
297,0,,
298,0,,
299,0,,
300,1,,
301,0,,
302,1,,
303,0,,
304,1,,
305,0,,
306,1,,
307,1,,
308,1,,
309,0,,
310,1,,
311,1,,
312,0,,
313,0,,
314,0,,
315,1,,
316,1,,
317,1,,
318,1,,
319,1,,
320,0,,
321,0,,
322,0,,
323,0,,
324,1,,
325,1,,
326,0,,
327,1,,
328,1,,
329,1,,
330,0,,
331,0,,
332,1,,
333,0,,
334,1,,
335,0,,
336,0,,
337,0,,
338,1,,
339,1,,
340,0,,
341,1,,
342,1,,
343,1,,
344,1,,
345,1,,
346,1,,
347,1,,
348,0,,
349,1,,
350,0,,
351,1,,
352,1,,
353,0,,
354,1,,
355,1,,
356,1,,
357,0,,
358,0,,
359,1,,
360,0,,
361,1,,
362,0,,
363,1,,
364,0,,
365,1,,
366,1,,
367,0,,
368,1,,
369,0,,
370,0,,
371,0,,
372,1,,
373,0,,
374,1,,
375,0,,
376,0,,
377,0,,
378,1,,
379,1,,
380,1,,
381,0,,
382,0,,
383,1,,
384,0,,
385,0,,
386,1,,
387,1,,
388,1,,
389,0,,
390,1,,
391,0,,
392,1,,
393,1,,
394,1,,
395,0,,
396,0,,
397,1,,
398,0,,
399,1,,
400,0,,
401,1,,
402,0,,
403,0,,
404,1,,
405,0,,
406,0,,
407,0,,
408,0,,
409,0,,
410,1,,
411,0,,
412,0,,
413,1,,
414,0,,
415,0,,
416,1,,
417,0,,
418,0,,
419,0,,
420,1,,
421,1,,
422,0,,
423,1,,
424,1,,
425,1,,
426,0,,
427,0,,
428,0,,
429,0,,
430,0,,
431,1,,
432,0,,
433,1,,
434,0,,
435,1,,
436,1,,
437,1,,
438,1,,
439,1,,
440,1,,
441,0,,
442,0,,
443,0,,
444,1,,
445,1,,
446,0,,
447,1,,
448,1,,
449,0,,
450,1,,
451,0,,
452,1,,
453,1,,
454,0,,
455,0,,
456,1,,
457,0,,
458,1,,
459,1,,
460,1,,
461,1,,
462,1,,
463,1,,
464,0,,
465,0,,
466,1,,
467,1,,
468,1,,
469,1,,
470,1,,
471,0,,
472,1,,
473,0,,
474,1,,
475,0,,
476,1,,
477,0,,
478,1,,
479,1,,
480,1,,
481,0,,
482,0,,
483,0,,
484,0,,
485,1,,
486,1,,
487,1,,
488,1,,
489,0,,
490,0,,
491,1,,
492,0,,
493,1,,
494,1,,
495,0,,
496,0,,
497,1,,
498,1,,
499,1,,
500,1,,
501,0,,
502,0,,
503,1,,
504,0,,
505,1,,
506,1,,
507,0,,
508,0,,
509,1,,
510,0,,
511,1,,
512,0,,
513,1,,
514,1,,
515,0,,
516,0,,
517,1,,
518,0,,
519,0,,
520,1,,
521,0,,
522,1,,
523,0,,
524,1,,
525,1,,
526,0,,
527,1,,
528,1,,
529,0,,
530,0,,
531,1,,
532,0,,
533,0,,
534,1,,
535,0,,
536,1,,
537,0,,
538,1,,
