Analysis data for 5-pattern-pattern algorithm on x signals for n = 1500
# of comparisons: 2786, regression equation: ,execution time: 0.001316 s
# of exchanges: 6, regression equation: 
count,incoming signal,x signal,y signal
0,1,0,0
1,0,0,
2,1,0,
3,1,1,
4,0,1,
5,0,,
6,1,,
7,1,,
8,0,,
9,0,,
10,0,,
11,1,,
12,1,,
13,0,,
14,0,,
15,1,,
16,0,,
17,1,,
18,0,,
19,0,,
20,1,,
21,0,,
22,0,,
23,0,,
24,1,,
25,0,,
26,0,,
27,0,,
28,0,,
29,1,,
30,0,,
31,1,,
32,0,,
33,0,,
34,1,,
35,0,,
36,1,,
37,0,,
38,1,,
39,0,,
40,0,,
41,0,,
42,1,,
43,1,,
44,0,,
45,1,,
46,1,,
47,0,,
48,1,,
49,1,,
50,1,,
51,1,,
52,0,,
53,1,,
54,1,,
55,1,,
56,0,,
57,1,,
58,0,,
59,1,,
60,0,,
61,0,,
62,0,,
63,0,,
64,0,,
65,1,,
66,1,,
67,0,,
68,0,,
69,1,,
70,1,,
71,0,,
72,0,,
73,1,,
74,1,,
75,1,,
76,1,,
77,0,,
78,0,,
79,1,,
80,1,,
81,0,,
82,0,,
83,1,,
84,1,,
85,1,,
86,1,,
87,1,,
88,1,,
89,0,,
90,0,,
91,0,,
92,0,,
93,0,,
94,0,,
95,0,,
96,0,,
97,0,,
98,0,,
99,0,,
100,1,,
101,1,,
102,1,,
103,0,,
104,0,,
105,0,,
106,0,,
107,1,,
108,1,,
109,1,,
110,1,,
111,1,,
112,1,,
113,0,,
114,1,,
115,0,,
116,0,,
117,0,,
118,1,,
119,1,,
120,0,,
121,0,,
122,0,,
123,1,,
124,1,,
125,1,,
126,1,,
127,0,,
128,1,,
129,0,,
130,1,,
131,1,,
132,0,,
133,1,,
134,0,,
135,1,,
136,0,,
137,0,,
138,0,,
139,1,,
140,0,,
141,0,,
142,1,,
143,0,,
144,1,,
145,1,,
146,1,,
147,1,,
148,0,,
149,0,,
150,1,,
151,1,,
152,0,,
153,0,,
154,1,,
155,0,,
156,1,,
157,0,,
158,1,,
159,0,,
160,1,,
161,1,,
162,0,,
163,1,,
164,0,,
165,0,,
166,1,,
167,1,,
168,1,,
169,0,,
170,0,,
