Analysis data for 20-pattern-pattern algorithm on y signals for n = 1500
# of comparisons: 2934, regression equation: ,execution time: 0.006000 s
# of exchanges: 21, regression equation: 
count,incoming signal,x signal,y signal
0,1,1,0
1,0,,0
2,1,,1
3,1,,1
4,0,,1
5,0,,0
6,1,,0
7,0,,0
8,0,,0
9,1,,1
10,1,,1
11,0,,1
12,1,,1
13,0,,1
14,0,,0
15,0,,0
16,1,,0
17,0,,0
18,0,,1
19,1,,1
20,1,,
21,1,,
22,0,,
23,0,,
24,0,,
25,0,,
26,0,,
27,0,,
28,1,,
29,0,,
30,0,,
31,0,,
32,1,,
33,0,,
34,0,,
35,1,,
36,1,,
37,0,,
38,1,,
39,1,,
40,0,,
41,0,,
42,0,,
43,1,,
44,1,,
45,1,,
46,0,,
47,1,,
48,0,,
49,1,,
50,1,,
51,0,,
52,0,,
53,0,,
54,1,,
55,0,,
56,1,,
57,1,,
58,1,,
59,1,,
60,0,,
61,1,,
62,0,,
63,1,,
64,0,,
65,1,,
66,1,,
67,0,,
68,1,,
69,0,,
70,0,,
71,1,,
72,1,,
73,1,,
74,0,,
75,0,,
76,0,,
77,1,,
78,1,,
79,0,,
80,0,,
81,1,,
82,1,,
83,0,,
84,0,,
85,0,,
86,0,,
87,0,,
88,1,,
89,1,,
90,0,,
91,0,,
92,0,,
93,1,,
94,0,,
95,1,,
96,1,,
97,0,,
98,0,,
99,1,,
100,1,,
101,0,,
102,1,,
103,1,,
104,0,,
105,1,,
106,0,,
107,0,,
108,0,,
109,0,,
110,0,,
111,0,,
112,1,,
113,0,,
114,1,,
115,1,,
116,1,,
117,0,,
118,1,,
119,0,,
120,1,,
121,1,,
122,0,,
123,1,,
124,1,,
125,0,,
126,1,,
127,0,,
128,1,,
129,1,,
130,0,,
131,0,,
132,0,,
133,1,,
134,1,,
135,0,,
136,1,,
137,0,,
138,0,,
139,0,,
140,0,,
141,0,,
142,0,,
143,1,,
144,0,,
145,0,,
146,1,,
147,1,,
148,0,,
149,0,,
150,1,,
151,0,,
152,0,,
153,0,,
154,1,,
155,0,,
156,0,,
157,0,,
158,0,,
159,1,,
160,1,,
161,1,,
162,1,,
163,0,,
164,1,,
165,1,,
166,0,,
167,1,,
168,1,,
169,0,,
170,1,,
171,0,,
172,1,,
173,0,,
174,0,,
175,1,,
176,1,,
177,1,,
178,0,,
179,0,,
180,0,,
181,1,,
182,1,,
183,1,,
184,0,,
185,1,,
186,1,,
187,0,,
188,1,,
189,1,,
190,0,,
191,0,,
192,1,,
193,0,,
194,0,,
195,0,,
196,1,,
197,1,,
198,1,,
199,0,,
200,1,,
201,0,,
202,0,,
203,0,,
204,0,,
205,0,,
206,0,,
207,1,,
208,1,,
209,1,,
210,0,,
211,1,,
212,0,,
213,1,,
214,1,,
215,0,,
216,1,,
217,1,,
218,0,,
219,0,,
220,0,,
221,1,,
222,1,,
223,1,,
224,1,,
225,0,,
226,1,,
227,0,,
228,1,,
229,0,,
230,1,,
231,1,,
232,1,,
233,0,,
234,0,,
235,1,,
236,1,,
237,1,,
238,1,,
239,0,,
240,1,,
241,1,,
242,1,,
