Analysis data for 5-pattern-pattern algorithm on x and y signals for n = 3000
# of comparisons: 3707, regression equation: ,execution time: 0.001002 s
# of exchanges: 10, regression equation: 
count,incoming signal,x signal,y signal
0,1,0,1
1,0,0,0
2,0,1,0
3,1,1,0
4,1,1,1
5,1,,
6,1,,
7,1,,
8,1,,
9,1,,
10,1,,
11,1,,
12,0,,
13,1,,
14,0,,
15,0,,
16,0,,
17,0,,
18,0,,
19,0,,
20,1,,
21,0,,
22,1,,
23,1,,
24,1,,
25,0,,
26,0,,
27,0,,
28,1,,
29,1,,
30,1,,
31,0,,
32,1,,
33,1,,
34,0,,
35,1,,
36,0,,
37,0,,
38,1,,
39,1,,
40,0,,
41,1,,
42,0,,
43,0,,
44,0,,
45,0,,
46,1,,
47,0,,
48,1,,
49,1,,
50,0,,
51,0,,
52,1,,
53,1,,
54,0,,
55,0,,
56,1,,
57,0,,
58,1,,
59,1,,
60,0,,
61,1,,
62,1,,
63,0,,
64,0,,
65,1,,
66,0,,
67,0,,
68,0,,
69,1,,
70,1,,
71,0,,
72,0,,
73,1,,
74,1,,
75,0,,
76,1,,
77,1,,
78,1,,
79,1,,
80,0,,
81,1,,
82,1,,
83,0,,
84,0,,
85,0,,
86,0,,
87,0,,
88,1,,
89,0,,
90,0,,
91,1,,
92,1,,
93,0,,
94,0,,
95,0,,
96,1,,
97,0,,
98,1,,
99,0,,
100,0,,
101,1,,
102,0,,
103,1,,
104,0,,
105,1,,
106,0,,
107,0,,
108,0,,
109,0,,
110,1,,
111,0,,
112,1,,
113,0,,
114,1,,
115,0,,
116,0,,
117,0,,
118,0,,
119,1,,
120,0,,
121,1,,
122,0,,
123,0,,
124,0,,
125,0,,
126,0,,
127,1,,
128,1,,
129,1,,
130,1,,
131,0,,
132,0,,
133,1,,
134,0,,
135,1,,
136,0,,
137,0,,
138,1,,
139,0,,
140,0,,
141,1,,
142,0,,
143,1,,
144,0,,
145,1,,
146,1,,
147,1,,
148,0,,
149,0,,
150,0,,
151,0,,
152,0,,
153,0,,
154,0,,
155,0,,
156,0,,
157,1,,
158,0,,
159,0,,
160,1,,
161,1,,
162,1,,
163,0,,
164,1,,
165,0,,
166,0,,
167,0,,
168,1,,
169,0,,
170,1,,
171,1,,
172,1,,
173,1,,
174,1,,
175,0,,
176,0,,
177,0,,
178,1,,
179,1,,
180,0,,
181,0,,
182,1,,
183,1,,
184,1,,
185,1,,
186,0,,
187,0,,
188,1,,
189,1,,
190,0,,
191,0,,
192,1,,
193,0,,
194,1,,
195,0,,
196,1,,
197,0,,
198,0,,
199,0,,
200,0,,
201,0,,
202,0,,
203,0,,
204,1,,
205,0,,
206,1,,
207,0,,
208,0,,
209,1,,
210,0,,
211,0,,
212,1,,
213,1,,
214,0,,
215,0,,
216,1,,
217,1,,
218,0,,
219,1,,
220,1,,
221,1,,
222,0,,
223,1,,
224,1,,
225,0,,
226,1,,
227,0,,
228,0,,
229,1,,
230,1,,
231,0,,
232,1,,
233,1,,
234,0,,
235,0,,
236,0,,
237,0,,
238,1,,
239,0,,
240,1,,
241,0,,
242,0,,
243,1,,
244,1,,
245,0,,
246,0,,
247,1,,
248,0,,
249,0,,
250,0,,
251,1,,
252,0,,
253,0,,
254,0,,
255,0,,
256,0,,
257,1,,
