Analysis data for 10-pattern-pattern algorithm on y signals for n = 3000
# of comparisons: 5470, regression equation: ,execution time: 46.232390 s
# of exchanges: 1510, regression equation: 
count,incoming signal,x signal,y signal
0,0,1,1
1,0,,1
2,0,,0
3,1,,1
4,0,,1
5,0,,0
6,1,,1
7,0,,0
8,1,,0
9,1,,0
10,1,,
11,0,,
12,0,,
13,1,,
14,0,,
15,0,,
16,1,,
17,1,,
18,1,,
19,0,,
20,0,,
21,0,,
22,1,,
23,0,,
24,1,,
25,0,,
26,1,,
27,0,,
28,1,,
29,0,,
30,1,,
31,0,,
32,0,,
33,1,,
34,1,,
35,1,,
36,1,,
37,0,,
38,0,,
39,1,,
40,1,,
41,0,,
42,0,,
43,1,,
44,1,,
45,1,,
46,0,,
47,1,,
48,0,,
49,1,,
50,1,,
51,0,,
52,0,,
53,1,,
54,1,,
55,1,,
56,1,,
57,1,,
58,0,,
59,1,,
60,1,,
61,0,,
62,0,,
63,1,,
64,0,,
65,1,,
66,0,,
67,0,,
68,1,,
69,1,,
70,1,,
71,1,,
72,0,,
73,0,,
74,1,,
75,0,,
76,0,,
77,0,,
78,1,,
79,1,,
80,0,,
81,1,,
82,0,,
83,1,,
84,1,,
85,0,,
86,0,,
87,1,,
88,0,,
89,1,,
90,1,,
91,0,,
92,0,,
93,0,,
94,1,,
95,0,,
96,1,,
97,0,,
98,1,,
99,1,,
100,0,,
101,0,,
102,0,,
103,0,,
104,1,,
105,0,,
106,0,,
107,0,,
108,0,,
109,1,,
110,0,,
111,1,,
112,1,,
113,1,,
114,1,,
115,0,,
116,1,,
117,0,,
118,1,,
119,1,,
120,0,,
121,0,,
122,1,,
123,0,,
124,0,,
125,1,,
126,1,,
127,1,,
128,0,,
129,0,,
130,0,,
131,0,,
132,1,,
133,0,,
134,1,,
135,1,,
136,0,,
137,1,,
138,1,,
139,1,,
140,0,,
141,0,,
142,1,,
143,0,,
144,1,,
145,1,,
146,0,,
147,1,,
148,0,,
149,1,,
150,1,,
151,0,,
152,0,,
153,1,,
154,1,,
155,1,,
156,0,,
157,0,,
158,1,,
159,1,,
160,1,,
161,0,,
162,0,,
163,1,,
164,0,,
165,1,,
166,0,,
167,0,,
168,1,,
169,1,,
170,1,,
171,1,,
172,1,,
173,0,,
174,1,,
175,0,,
176,1,,
177,0,,
178,0,,
179,1,,
180,1,,
181,1,,
182,0,,
183,0,,
184,0,,
185,0,,
186,0,,
187,1,,
188,0,,
189,0,,
190,1,,
191,0,,
192,1,,
193,1,,
194,1,,
195,0,,
196,1,,
197,1,,
198,1,,
199,1,,
200,1,,
201,1,,
202,1,,
203,1,,
204,1,,
205,1,,
206,0,,
207,1,,
208,1,,
209,0,,
210,1,,
211,1,,
212,1,,
213,1,,
214,1,,
215,1,,
216,0,,
217,0,,
218,0,,
219,0,,
220,0,,
221,1,,
222,0,,
223,0,,
224,1,,
225,0,,
226,1,,
227,1,,
228,1,,
229,0,,
230,0,,
231,0,,
232,0,,
233,1,,
