Analysis data for 3-pattern-pattern algorithm on y signals for n = 2000
# of comparisons: 3612, regression equation: ,execution time: 0.000974 s
# of exchanges: 4, regression equation: 
count,incoming signal,x signal,y signal
0,0,1,1
1,1,,1
2,1,,0
3,1,,
4,1,,
5,0,,
6,0,,
7,1,,
8,0,,
9,1,,
10,0,,
11,1,,
12,1,,
13,0,,
14,0,,
15,1,,
16,1,,
17,0,,
18,1,,
19,0,,
20,0,,
21,0,,
22,1,,
23,0,,
24,1,,
25,0,,
26,0,,
27,1,,
28,0,,
29,1,,
30,0,,
31,1,,
32,1,,
33,1,,
34,0,,
35,0,,
36,1,,
37,1,,
38,1,,
39,0,,
40,1,,
41,0,,
42,0,,
43,1,,
44,0,,
45,0,,
46,1,,
47,0,,
48,0,,
49,1,,
50,1,,
51,0,,
52,1,,
53,1,,
54,0,,
55,0,,
56,0,,
57,1,,
58,0,,
59,0,,
60,0,,
61,1,,
62,0,,
63,1,,
64,0,,
65,1,,
66,1,,
67,0,,
68,1,,
69,0,,
70,1,,
71,1,,
72,0,,
73,0,,
74,1,,
75,0,,
76,1,,
77,0,,
78,0,,
79,1,,
80,0,,
81,0,,
82,0,,
83,0,,
84,0,,
85,1,,
86,1,,
87,0,,
88,1,,
89,0,,
90,0,,
91,0,,
92,1,,
93,1,,
94,1,,
95,1,,
96,0,,
97,1,,
98,0,,
99,0,,
100,0,,
101,0,,
102,0,,
103,1,,
104,1,,
105,0,,
106,1,,
107,1,,
108,1,,
109,0,,
110,0,,
111,1,,
112,1,,
113,0,,
114,1,,
115,0,,
116,1,,
117,0,,
118,0,,
119,1,,
120,0,,
121,1,,
122,0,,
123,1,,
124,1,,
125,1,,
126,0,,
127,1,,
128,1,,
129,0,,
130,1,,
131,1,,
132,1,,
133,0,,
134,1,,
135,0,,
136,1,,
137,0,,
138,1,,
139,0,,
140,0,,
141,0,,
142,0,,
143,0,,
144,1,,
145,1,,
146,0,,
147,0,,
148,1,,
149,1,,
150,1,,
151,0,,
152,0,,
153,0,,
154,0,,
155,1,,
156,1,,
157,0,,
158,0,,
159,1,,
160,1,,
161,1,,
162,0,,
163,0,,
164,0,,
165,1,,
166,0,,
167,0,,
168,1,,
169,0,,
170,0,,
171,0,,
172,1,,
173,0,,
174,1,,
175,1,,
176,1,,
177,0,,
178,0,,
179,0,,
180,1,,
181,0,,
182,0,,
183,1,,
184,1,,
185,1,,
186,0,,
187,1,,
188,0,,
189,0,,
190,1,,
191,1,,
192,1,,
193,0,,
194,1,,
195,0,,
196,0,,
197,0,,
198,0,,
199,0,,
200,1,,
201,1,,
202,1,,
203,1,,
204,0,,
205,1,,
206,0,,
207,0,,
208,0,,
209,0,,
210,1,,
211,1,,
212,0,,
213,1,,
214,0,,
215,0,,
216,1,,
217,0,,
218,1,,
219,0,,
220,0,,
221,0,,
222,0,,
223,1,,
224,0,,
225,0,,
226,0,,
227,1,,
228,0,,
229,1,,
230,1,,
231,0,,
232,0,,
233,1,,
234,0,,
235,1,,
236,0,,
237,0,,
238,0,,
239,0,,
240,1,,
241,1,,
242,0,,
243,0,,
244,0,,
245,0,,
246,0,,
247,0,,
248,1,,
249,0,,
250,0,,
251,0,,
252,1,,
253,1,,
254,0,,
255,1,,
256,0,,
257,1,,
258,0,,
259,1,,
260,0,,
261,1,,
262,1,,
263,1,,
264,0,,
265,1,,
266,0,,
267,1,,
268,0,,
269,0,,
270,0,,
271,1,,
272,1,,
273,0,,
274,0,,
275,0,,
276,0,,
277,0,,
278,1,,
279,0,,
280,1,,
281,1,,
282,0,,
283,0,,
284,1,,
285,0,,
286,1,,
287,1,,
288,0,,
289,1,,
290,0,,
291,1,,
292,0,,
293,1,,
294,0,,
295,0,,
296,1,,
297,0,,
298,1,,
299,1,,
300,0,,
301,0,,
302,0,,
303,0,,
304,1,,
305,0,,
306,1,,
307,0,,
308,1,,
309,0,,
310,0,,
311,1,,
312,1,,
313,0,,
314,1,,
315,0,,
316,0,,
317,1,,
318,1,,
319,1,,
320,1,,
321,1,,
322,0,,
323,1,,
324,1,,
325,0,,
326,0,,
327,1,,
328,0,,
329,0,,
330,0,,
331,1,,
332,1,,
333,1,,
334,0,,
335,1,,
336,0,,
337,0,,
338,0,,
339,0,,
340,0,,
341,0,,
342,1,,
343,1,,
344,0,,
345,1,,
346,1,,
347,1,,
348,1,,
349,0,,
350,1,,
351,1,,
352,0,,
353,1,,
354,0,,
355,0,,
356,0,,
357,0,,
358,1,,
359,0,,
360,1,,
361,0,,
362,0,,
363,0,,
364,1,,
365,1,,
366,1,,
367,0,,
368,1,,
369,0,,
370,1,,
371,1,,
372,1,,
373,0,,
374,1,,
375,0,,
376,0,,
377,0,,
378,0,,
379,0,,
380,1,,
381,0,,
382,1,,
383,1,,
384,0,,
385,0,,
386,1,,
387,0,,
388,0,,
389,1,,
390,1,,
391,1,,
392,1,,
393,1,,
394,0,,
395,1,,
396,1,,
397,1,,
398,0,,
399,1,,
400,0,,
401,1,,
402,0,,
403,0,,
404,1,,
405,0,,
406,0,,
407,1,,
408,1,,
409,0,,
410,0,,
411,1,,
412,0,,
413,1,,
414,0,,
415,0,,
416,0,,
417,0,,
418,1,,
419,1,,
420,0,,
421,0,,
422,0,,
423,0,,
424,0,,
425,1,,
426,0,,
427,0,,
428,1,,
429,1,,
430,0,,
431,0,,
432,0,,
433,1,,
434,0,,
435,1,,
436,0,,
437,0,,
438,0,,
439,0,,
440,1,,
441,0,,
442,1,,
443,0,,
444,0,,
445,1,,
446,0,,
447,1,,
448,1,,
449,0,,
450,1,,
451,1,,
452,1,,
453,1,,
454,0,,
455,1,,
456,1,,
457,0,,
458,1,,
459,1,,
460,1,,
461,0,,
462,0,,
463,0,,
464,1,,
465,1,,
466,1,,
467,1,,
468,1,,
469,1,,
470,1,,
471,0,,
472,0,,
473,0,,
474,1,,
475,1,,
476,0,,
477,0,,
478,0,,
479,1,,
480,1,,
481,0,,
482,0,,
483,1,,
484,1,,
485,0,,
486,0,,
487,1,,
488,0,,
489,0,,
490,1,,
491,1,,
492,0,,
493,1,,
494,1,,
495,1,,
496,0,,
497,1,,
498,1,,
499,0,,
500,1,,
501,0,,
502,0,,
503,1,,
504,0,,
505,1,,
506,1,,
507,0,,
508,1,,
509,0,,
510,1,,
511,0,,
512,1,,
513,1,,
514,1,,
515,1,,
516,0,,
517,1,,
518,0,,
519,0,,
520,0,,
521,0,,
522,1,,
523,0,,
524,0,,
