Analysis data for 5-pattern-pattern algorithm on x and y signals for n = 100
# of comparisons: 119, regression equation: ,execution time: 0.000000 s
# of exchanges: 10, regression equation: 
count,incoming signal,x signal,y signal
0,0,0,0
1,0,0,1
2,1,0,1
3,0,0,0
4,0,1,0
5,1,,
6,0,,
7,0,,
8,0,,
9,0,,
10,1,,
11,1,,
12,0,,
13,0,,
14,1,,
15,0,,
16,1,,
17,1,,
18,1,,
19,0,,
20,0,,
21,0,,
22,0,,
23,1,,
24,0,,
25,0,,
26,0,,
27,0,,
28,1,,
29,1,,
30,1,,
31,1,,
32,0,,
33,1,,
34,1,,
35,0,,
36,0,,
37,1,,
38,0,,
39,1,,
40,1,,
41,1,,
42,0,,
43,1,,
44,1,,
45,0,,
46,1,,
47,1,,
48,0,,
49,0,,
50,1,,
51,1,,
52,1,,
53,0,,
54,0,,
55,0,,
56,0,,
57,1,,
58,0,,
59,0,,
60,0,,
61,1,,
62,1,,
63,1,,
64,1,,
65,1,,
66,1,,
67,1,,
68,1,,
69,1,,
70,1,,
71,0,,
72,1,,
73,0,,
74,1,,
75,0,,
76,1,,
77,0,,
78,0,,
79,0,,
80,1,,
81,1,,
82,1,,
83,0,,
84,1,,
85,1,,
86,0,,
87,0,,
88,1,,
89,1,,
90,0,,
91,0,,
92,1,,
93,1,,
94,0,,
95,0,,
96,1,,
97,0,,
98,0,,
99,0,,
