Analysis data for 5-pattern-pattern algorithm on x signals for n = 2000
# of comparisons: 2758, regression equation: ,execution time: 0.019000 s
# of exchanges: 6, regression equation: 
count,incoming signal,x signal,y signal
0,1,0,1
1,1,0,
2,0,1,
3,1,0,
4,0,0,
5,1,,
6,0,,
7,1,,
8,1,,
9,1,,
10,0,,
11,1,,
12,0,,
13,1,,
14,0,,
15,0,,
16,0,,
17,0,,
18,1,,
19,1,,
20,0,,
21,0,,
22,0,,
23,0,,
24,0,,
25,1,,
26,0,,
27,1,,
28,1,,
29,0,,
30,1,,
31,1,,
32,1,,
33,1,,
34,1,,
35,1,,
36,0,,
37,1,,
38,0,,
39,1,,
40,0,,
41,1,,
42,0,,
43,1,,
44,0,,
45,1,,
46,0,,
47,0,,
48,0,,
49,1,,
50,1,,
51,1,,
52,0,,
53,0,,
54,1,,
55,0,,
56,0,,
57,0,,
58,0,,
59,1,,
60,0,,
61,1,,
62,1,,
63,0,,
64,0,,
65,0,,
66,0,,
67,0,,
68,1,,
69,0,,
70,1,,
71,0,,
72,0,,
73,1,,
74,0,,
75,1,,
76,0,,
77,0,,
78,1,,
79,0,,
80,0,,
81,1,,
82,0,,
83,0,,
84,0,,
85,0,,
86,0,,
87,0,,
88,1,,
89,0,,
90,0,,
91,1,,
92,0,,
93,0,,
94,0,,
95,1,,
96,1,,
97,0,,
98,1,,
99,0,,
100,0,,
101,1,,
102,1,,
103,1,,
104,1,,
105,0,,
106,0,,
107,1,,
108,0,,
109,1,,
110,0,,
111,1,,
112,1,,
113,1,,
114,1,,
115,1,,
116,0,,
117,1,,
118,1,,
119,1,,
120,1,,
121,1,,
122,0,,
123,1,,
124,1,,
125,1,,
126,1,,
127,1,,
128,0,,
129,1,,
130,1,,
131,1,,
132,0,,
133,1,,
134,0,,
135,1,,
136,1,,
137,1,,
138,0,,
139,0,,
140,0,,
141,1,,
142,0,,
143,0,,
144,0,,
145,0,,
146,0,,
147,0,,
148,1,,
149,1,,
150,1,,
151,0,,
152,1,,
153,0,,
154,0,,
155,1,,
156,0,,
157,1,,
158,0,,
159,0,,
160,1,,
161,0,,
162,1,,
163,0,,
164,0,,
165,1,,
166,0,,
167,1,,
168,0,,
169,0,,
170,1,,
171,1,,
172,1,,
173,0,,
174,1,,
175,0,,
176,1,,
177,1,,
178,0,,
179,0,,
180,1,,
181,0,,
182,0,,
183,0,,
184,0,,
185,0,,
186,0,,
187,1,,
188,1,,
189,1,,
190,1,,
191,0,,
192,1,,
193,0,,
194,1,,
195,0,,
196,0,,
197,1,,
198,0,,
199,0,,
200,0,,
201,1,,
202,1,,
203,0,,
204,0,,
205,1,,
206,1,,
207,1,,
208,1,,
209,0,,
210,1,,
211,0,,
212,1,,
213,0,,
214,0,,
215,0,,
216,0,,
217,0,,
218,0,,
219,1,,
220,1,,
221,1,,
