Analysis data for 20-pattern-pattern algorithm on x and y signals for n = 500
# of comparisons: 752, regression equation: ,execution time: 0.355435 s
# of exchanges: 312, regression equation: 
count,incoming signal,x signal,y signal
0,0,0,0
1,1,1,1
2,1,0,0
3,1,0,0
4,1,0,1
5,1,1,0
6,0,0,1
7,1,1,0
8,1,1,0
9,1,1,0
10,1,0,1
11,0,0,1
12,0,1,1
13,0,1,0
14,1,1,1
15,0,0,1
16,1,0,1
17,1,1,1
18,1,0,0
19,0,0,1
20,0,,
21,0,,
22,0,,
23,0,,
24,1,,
25,0,,
26,0,,
27,0,,
28,0,,
29,0,,
30,1,,
31,1,,
32,0,,
33,1,,
34,0,,
35,0,,
36,1,,
37,1,,
38,1,,
39,1,,
40,1,,
41,1,,
42,0,,
43,1,,
44,0,,
45,1,,
46,0,,
47,0,,
48,0,,
49,1,,
50,1,,
51,0,,
52,1,,
53,0,,
54,0,,
55,0,,
56,1,,
57,1,,
58,1,,
59,0,,
60,0,,
61,0,,
62,0,,
63,1,,
64,1,,
65,1,,
66,1,,
67,1,,
68,0,,
69,0,,
70,0,,
71,0,,
72,0,,
73,0,,
74,0,,
75,1,,
76,0,,
77,0,,
78,0,,
79,1,,
80,1,,
81,1,,
82,0,,
83,0,,
84,0,,
85,1,,
86,0,,
87,1,,
88,1,,
89,0,,
90,1,,
91,1,,
92,1,,
93,1,,
94,0,,
95,1,,
96,0,,
97,0,,
98,1,,
99,1,,
100,0,,
101,1,,
102,1,,
103,1,,
104,1,,
105,1,,
106,1,,
107,1,,
108,1,,
109,1,,
110,0,,
111,0,,
112,1,,
113,1,,
114,0,,
115,1,,
116,0,,
117,1,,
118,1,,
119,0,,
120,0,,
121,0,,
122,0,,
123,1,,
124,0,,
125,1,,
126,0,,
127,1,,
128,1,,
129,0,,
130,0,,
131,0,,
132,0,,
133,1,,
134,1,,
135,0,,
136,0,,
137,1,,
138,0,,
139,0,,
140,0,,
141,1,,
142,0,,
143,1,,
144,1,,
145,1,,
146,0,,
147,0,,
148,1,,
149,1,,
150,1,,
151,0,,
152,0,,
153,1,,
154,0,,
155,0,,
156,0,,
157,0,,
158,1,,
159,0,,
160,1,,
161,0,,
162,0,,
163,1,,
164,0,,
165,0,,
166,1,,
167,0,,
168,0,,
169,0,,
170,0,,
171,0,,
