Analysis data for 10-pattern-pattern algorithm on x signals for n = 500
# of comparisons: 918, regression equation: ,execution time: 0.007999 s
# of exchanges: 7, regression equation: 
count,incoming signal,x signal,y signal
0,0,1,1
1,0,1,
2,0,1,
3,1,0,
4,1,1,
5,1,0,
6,0,1,
7,1,1,
8,1,1,
9,1,1,
10,1,,
11,0,,
12,0,,
13,1,,
14,0,,
15,0,,
16,1,,
17,0,,
18,0,,
19,1,,
20,0,,
21,1,,
22,1,,
23,0,,
24,0,,
25,0,,
26,0,,
27,0,,
28,1,,
29,0,,
30,1,,
31,0,,
32,0,,
33,0,,
34,0,,
35,1,,
36,1,,
37,0,,
38,0,,
39,1,,
40,1,,
41,0,,
42,1,,
43,1,,
44,0,,
45,1,,
46,0,,
47,1,,
48,1,,
49,0,,
50,0,,
51,1,,
52,1,,
53,0,,
54,0,,
55,1,,
56,0,,
57,1,,
58,0,,
59,1,,
60,1,,
61,0,,
62,0,,
63,1,,
64,1,,
65,0,,
66,1,,
67,1,,
68,0,,
69,1,,
70,1,,
71,1,,
72,1,,
73,0,,
74,1,,
75,1,,
76,0,,
77,1,,
78,1,,
79,0,,
80,0,,
81,0,,
82,0,,
83,0,,
84,1,,
85,1,,
86,1,,
87,0,,
88,0,,
89,0,,
90,1,,
91,1,,
92,1,,
93,1,,
94,1,,
95,0,,
96,0,,
97,1,,
98,0,,
99,1,,
100,0,,
101,0,,
102,0,,
103,0,,
104,1,,
105,1,,
106,0,,
107,0,,
108,1,,
109,0,,
110,1,,
111,0,,
112,0,,
113,1,,
114,1,,
115,0,,
116,1,,
117,1,,
118,1,,
119,1,,
120,1,,
121,1,,
122,0,,
123,1,,
124,0,,
125,0,,
126,0,,
127,1,,
128,1,,
129,1,,
130,0,,
131,0,,
132,0,,
133,1,,
134,1,,
135,0,,
136,0,,
137,0,,
138,1,,
139,1,,
140,1,,
141,0,,
142,0,,
143,1,,
144,1,,
145,1,,
146,0,,
147,0,,
148,1,,
149,1,,
150,1,,
151,1,,
152,1,,
153,1,,
154,0,,
155,0,,
156,1,,
157,1,,
158,0,,
159,1,,
160,1,,
161,0,,
162,1,,
163,1,,
164,1,,
165,1,,
166,0,,
167,0,,
168,0,,
169,1,,
170,1,,
171,1,,
172,0,,
173,1,,
174,1,,
175,1,,
176,1,,
177,1,,
178,1,,
179,1,,
180,0,,
181,1,,
182,1,,
183,1,,
184,0,,
185,0,,
186,1,,
187,0,,
188,0,,
189,0,,
190,1,,
191,1,,
192,0,,
193,0,,
194,0,,
195,1,,
196,1,,
197,1,,
198,1,,
199,1,,
200,1,,
201,1,,
202,1,,
203,1,,
204,0,,
205,1,,
206,0,,
207,0,,
208,1,,
209,0,,
210,1,,
211,0,,
212,0,,
213,0,,
214,1,,
215,0,,
216,1,,
217,1,,
218,0,,
219,1,,
220,1,,
221,1,,
222,0,,
223,0,,
224,1,,
225,1,,
226,0,,
227,0,,
228,0,,
229,0,,
230,1,,
231,0,,
232,0,,
233,1,,
234,0,,
