Analysis data for 5-pattern-pattern algorithm on x and y signals for n = 500
# of comparisons: 778, regression equation: ,execution time: 0.007723 s
# of exchanges: 29, regression equation: 
count,incoming signal,x signal,y signal
0,1,0,0
1,1,0,0
2,0,1,0
3,1,1,0
4,1,0,1
5,1,,
6,1,,
7,0,,
8,0,,
9,1,,
10,0,,
11,1,,
12,1,,
13,0,,
14,0,,
15,1,,
16,0,,
17,0,,
18,0,,
19,0,,
20,0,,
21,0,,
22,1,,
23,0,,
24,0,,
25,0,,
26,0,,
27,1,,
28,0,,
29,1,,
30,1,,
31,1,,
32,1,,
33,0,,
34,0,,
35,0,,
36,0,,
37,0,,
38,0,,
39,1,,
40,0,,
41,1,,
42,1,,
43,0,,
44,1,,
45,1,,
46,0,,
47,0,,
48,0,,
49,1,,
50,1,,
51,1,,
52,1,,
53,1,,
54,1,,
55,0,,
56,1,,
57,0,,
58,0,,
59,0,,
60,1,,
61,1,,
62,0,,
63,0,,
64,0,,
65,1,,
66,0,,
67,0,,
68,1,,
69,0,,
70,0,,
71,1,,
72,1,,
73,0,,
74,0,,
75,1,,
76,1,,
77,0,,
78,0,,
79,0,,
80,1,,
81,0,,
82,1,,
83,1,,
84,1,,
85,1,,
86,0,,
87,0,,
88,0,,
89,1,,
90,1,,
91,0,,
92,1,,
93,0,,
94,1,,
95,1,,
96,0,,
97,0,,
98,0,,
99,1,,
100,1,,
101,0,,
102,1,,
103,0,,
104,0,,
105,0,,
106,0,,
107,1,,
108,0,,
109,0,,
110,1,,
111,1,,
112,1,,
113,1,,
114,0,,
115,0,,
116,1,,
117,0,,
118,0,,
119,1,,
120,0,,
121,1,,
122,1,,
123,1,,
124,0,,
125,1,,
126,1,,
127,0,,
128,0,,
129,1,,
130,1,,
131,0,,
132,0,,
133,0,,
134,0,,
135,1,,
136,1,,
137,1,,
138,1,,
139,1,,
140,1,,
141,1,,
142,0,,
143,1,,
144,1,,
145,1,,
146,1,,
147,1,,
148,0,,
149,0,,
150,1,,
151,1,,
152,0,,
153,0,,
154,1,,
155,0,,
156,1,,
157,1,,
158,1,,
159,0,,
160,1,,
161,1,,
162,1,,
163,1,,
164,0,,
165,0,,
166,1,,
167,0,,
168,1,,
169,1,,
170,0,,
171,0,,
172,0,,
173,0,,
174,1,,
175,0,,
176,1,,
177,1,,
178,0,,
179,0,,
180,1,,
181,1,,
182,0,,
183,0,,
184,0,,
185,1,,
186,0,,
187,1,,
188,1,,
189,0,,
190,0,,
191,0,,
192,1,,
193,1,,
194,0,,
195,1,,
196,1,,
197,0,,
198,0,,
199,1,,
200,1,,
201,1,,
202,0,,
203,0,,
204,1,,
205,1,,
206,0,,
207,0,,
208,1,,
209,1,,
210,0,,
211,0,,
212,0,,
213,0,,
214,1,,
215,1,,
216,1,,
217,1,,
218,0,,
219,1,,
220,0,,
221,1,,
222,0,,
223,0,,
224,1,,
225,0,,
226,0,,
227,1,,
228,1,,
229,1,,
230,0,,
231,1,,
232,1,,
233,0,,
234,1,,
235,1,,
236,0,,
237,1,,
238,0,,
239,0,,
240,0,,
241,0,,
242,0,,
243,0,,
244,1,,
245,1,,
246,1,,
247,1,,
248,0,,
249,0,,
250,0,,
251,0,,
252,1,,
253,1,,
254,1,,
255,0,,
256,1,,
257,1,,
258,1,,
259,0,,
260,1,,
261,1,,
262,0,,
263,0,,
264,1,,
265,1,,
266,0,,
267,0,,
268,1,,
269,0,,
270,0,,
271,0,,
272,0,,
273,1,,
274,0,,
275,0,,
276,0,,
277,0,,
278,0,,
279,0,,
280,0,,
281,0,,
282,1,,
283,1,,
284,1,,
285,0,,
286,1,,
287,1,,
288,1,,
289,1,,
290,1,,
291,1,,
292,1,,
293,1,,
294,1,,
295,1,,
296,0,,
297,0,,
298,1,,
299,0,,
300,1,,
301,1,,
302,0,,
303,0,,
304,1,,
305,0,,
306,0,,
307,0,,
308,1,,
309,1,,
310,0,,
311,0,,
312,0,,
313,1,,
314,0,,
315,0,,
316,0,,
317,0,,
318,0,,
319,0,,
320,0,,
321,0,,
322,1,,
323,0,,
324,1,,
325,1,,
326,1,,
327,0,,
328,0,,
329,0,,
330,0,,
331,1,,
332,0,,
333,0,,
334,1,,
335,0,,
336,1,,
337,1,,
338,1,,
339,1,,
340,1,,
341,0,,
342,0,,
343,0,,
344,0,,
345,1,,
346,0,,
347,1,,
348,0,,
349,0,,
350,1,,
351,1,,
352,0,,
353,0,,
354,0,,
355,0,,
356,0,,
357,0,,
358,0,,
359,0,,
360,1,,
361,0,,
362,1,,
363,0,,
364,0,,
365,1,,
366,0,,
367,1,,
368,0,,
369,1,,
370,0,,
371,0,,
372,1,,
373,0,,
374,1,,
375,0,,
376,0,,
377,0,,
378,1,,
379,0,,
380,0,,
381,1,,
382,1,,
383,1,,
384,0,,
385,1,,
386,0,,
387,0,,
388,0,,
389,1,,
390,0,,
391,1,,
392,1,,
393,1,,
394,1,,
395,1,,
396,0,,
397,0,,
398,1,,
399,1,,
400,1,,
401,1,,
402,0,,
403,0,,
404,0,,
405,1,,
406,0,,
407,1,,
408,0,,
409,0,,
410,0,,
411,0,,
412,0,,
413,0,,
414,1,,
415,1,,
416,1,,
417,0,,
418,0,,
419,0,,
420,0,,
421,1,,
422,0,,
423,0,,
424,0,,
425,1,,
426,1,,
427,1,,
428,0,,
429,1,,
430,1,,
431,1,,
432,1,,
433,0,,
434,0,,
435,0,,
436,1,,
437,1,,
438,1,,
439,1,,
440,0,,
441,0,,
442,0,,
443,1,,
444,1,,
445,0,,
446,0,,
447,1,,
448,0,,
449,1,,
450,0,,
451,0,,
452,0,,
453,1,,
454,1,,
455,1,,
456,0,,
457,1,,
458,1,,
459,0,,
460,1,,
461,0,,
462,1,,
463,1,,
464,0,,
465,1,,
466,1,,
467,0,,
468,1,,
469,1,,
470,0,,
471,0,,
472,1,,
473,1,,
474,0,,
475,0,,
476,1,,
477,0,,
478,0,,
479,0,,
480,1,,
481,1,,
482,0,,
483,0,,
484,1,,
485,1,,
486,1,,
487,0,,
488,1,,
489,0,,
490,0,,
491,1,,
492,1,,
493,0,,
494,0,,
495,0,,
496,0,,
497,1,,
498,0,,
499,1,,
