Analysis data for 3-pattern-pattern algorithm on y signals for n = 1500
# of comparisons: 2649, regression equation: ,execution time: 0.000885 s
# of exchanges: 4, regression equation: 
count,incoming signal,x signal,y signal
0,1,0,0
1,1,,0
2,0,,0
3,1,,
4,1,,
5,0,,
6,1,,
7,0,,
8,0,,
9,1,,
10,1,,
11,1,,
12,0,,
13,1,,
14,0,,
15,0,,
16,1,,
17,1,,
18,0,,
19,0,,
20,0,,
21,0,,
22,0,,
23,1,,
24,1,,
25,0,,
26,0,,
27,1,,
28,1,,
29,1,,
30,0,,
31,1,,
32,1,,
33,1,,
34,0,,
35,1,,
36,0,,
37,0,,
38,0,,
39,0,,
40,1,,
41,0,,
42,0,,
43,0,,
44,0,,
45,1,,
46,0,,
47,1,,
48,0,,
49,0,,
50,1,,
51,1,,
52,1,,
53,0,,
54,0,,
55,0,,
56,0,,
57,0,,
58,0,,
59,0,,
60,1,,
61,0,,
62,0,,
63,0,,
64,1,,
65,0,,
66,0,,
67,1,,
68,0,,
69,1,,
70,0,,
71,1,,
72,0,,
73,1,,
74,1,,
75,0,,
76,1,,
77,0,,
78,0,,
79,1,,
80,1,,
81,0,,
82,0,,
83,1,,
84,1,,
85,0,,
86,0,,
87,1,,
88,0,,
89,1,,
90,1,,
91,1,,
92,1,,
93,1,,
94,1,,
95,1,,
96,0,,
97,0,,
98,0,,
99,1,,
100,0,,
101,0,,
102,1,,
103,0,,
104,0,,
105,0,,
106,1,,
107,0,,
108,0,,
109,0,,
110,1,,
111,0,,
112,1,,
113,1,,
114,0,,
115,0,,
116,1,,
117,1,,
118,0,,
119,1,,
120,1,,
121,0,,
122,1,,
123,0,,
124,0,,
125,1,,
126,0,,
127,0,,
128,1,,
129,1,,
130,0,,
131,1,,
132,0,,
133,0,,
134,1,,
135,0,,
136,0,,
137,0,,
138,0,,
139,1,,
140,0,,
141,0,,
142,0,,
143,0,,
144,1,,
145,0,,
146,0,,
147,1,,
148,0,,
149,0,,
150,0,,
151,1,,
152,1,,
153,1,,
154,1,,
155,1,,
156,1,,
157,1,,
158,1,,
159,0,,
160,1,,
161,1,,
162,1,,
163,0,,
164,0,,
165,1,,
166,0,,
167,0,,
168,0,,
169,1,,
170,0,,
171,0,,
172,1,,
173,1,,
174,0,,
175,0,,
176,0,,
177,1,,
178,1,,
179,1,,
180,0,,
181,0,,
182,0,,
183,1,,
184,1,,
185,0,,
186,0,,
187,0,,
188,1,,
189,0,,
190,0,,
191,0,,
192,1,,
193,1,,
194,0,,
195,0,,
196,1,,
197,0,,
198,0,,
199,1,,
200,0,,
201,1,,
202,1,,
203,0,,
204,0,,
205,0,,
206,0,,
207,0,,
208,1,,
209,1,,
210,1,,
211,1,,
212,0,,
213,1,,
214,1,,
215,0,,
216,1,,
217,1,,
218,1,,
219,1,,
220,1,,
221,1,,
222,1,,
223,1,,
224,0,,
225,0,,
226,1,,
227,0,,
228,1,,
229,0,,
230,0,,
231,0,,
232,1,,
233,1,,
234,0,,
235,0,,
236,0,,
237,0,,
238,1,,
239,1,,
240,1,,
241,0,,
242,0,,
243,1,,
244,0,,
245,1,,
246,0,,
247,0,,
248,0,,
249,0,,
250,1,,
251,0,,
252,0,,
253,1,,
254,0,,
