Analysis data for 20-pattern-pattern algorithm on y signals for n = 500
# of comparisons: 954, regression equation: ,execution time: 0.089046 s
# of exchanges: 271, regression equation: 
count,incoming signal,x signal,y signal
0,0,1,1
1,0,,1
2,0,,1
3,1,,1
4,1,,0
5,1,,1
6,1,,1
7,0,,1
8,1,,0
9,1,,1
10,1,,0
11,0,,1
12,0,,0
13,1,,1
14,1,,0
15,0,,0
16,1,,1
17,1,,1
18,0,,1
19,0,,0
20,1,,
21,1,,
22,1,,
23,1,,
24,1,,
25,1,,
26,0,,
27,1,,
28,1,,
29,1,,
30,0,,
31,1,,
32,0,,
33,1,,
34,0,,
35,1,,
36,0,,
37,0,,
38,1,,
39,1,,
40,1,,
41,0,,
42,0,,
43,0,,
44,1,,
45,1,,
46,1,,
47,1,,
48,0,,
49,1,,
50,0,,
51,1,,
52,0,,
53,1,,
54,0,,
55,1,,
56,0,,
57,1,,
58,1,,
59,1,,
60,0,,
61,1,,
62,1,,
63,0,,
64,0,,
65,0,,
66,1,,
67,1,,
68,1,,
69,1,,
70,0,,
71,1,,
72,1,,
73,1,,
74,0,,
75,0,,
76,1,,
77,1,,
78,0,,
79,0,,
80,1,,
81,1,,
82,0,,
83,1,,
84,1,,
85,0,,
86,1,,
87,1,,
88,1,,
89,0,,
90,1,,
91,0,,
92,1,,
93,0,,
94,1,,
95,1,,
96,0,,
97,0,,
98,0,,
99,1,,
100,1,,
101,1,,
102,1,,
103,0,,
104,0,,
105,0,,
106,1,,
107,0,,
108,1,,
109,0,,
110,0,,
111,0,,
112,1,,
113,1,,
114,1,,
115,0,,
116,1,,
117,1,,
118,1,,
119,0,,
120,0,,
121,0,,
122,0,,
123,0,,
124,1,,
125,0,,
126,1,,
127,0,,
128,1,,
129,0,,
130,1,,
131,0,,
132,1,,
133,1,,
134,0,,
135,0,,
136,0,,
137,0,,
138,1,,
139,1,,
140,1,,
141,1,,
142,0,,
143,0,,
144,1,,
145,1,,
146,1,,
147,1,,
148,1,,
149,1,,
150,1,,
151,1,,
152,0,,
153,0,,
154,1,,
155,1,,
156,0,,
157,0,,
158,1,,
159,1,,
160,0,,
161,0,,
162,0,,
163,0,,
164,1,,
165,1,,
166,0,,
167,1,,
168,1,,
169,1,,
170,1,,
171,1,,
172,1,,
173,0,,
174,0,,
175,0,,
176,0,,
177,1,,
178,0,,
179,0,,
180,1,,
181,0,,
182,0,,
183,0,,
184,0,,
185,0,,
186,0,,
187,1,,
188,1,,
189,1,,
190,0,,
191,1,,
192,0,,
193,0,,
194,1,,
195,0,,
196,0,,
197,1,,
198,0,,
199,1,,
200,1,,
201,1,,
202,0,,
203,0,,
204,1,,
205,1,,
206,1,,
207,0,,
208,1,,
209,0,,
210,1,,
211,0,,
212,0,,
213,1,,
214,0,,
215,0,,
216,1,,
217,1,,
218,1,,
219,0,,
220,0,,
221,0,,
222,1,,
223,1,,
224,1,,
225,1,,
226,1,,
227,0,,
228,1,,
229,1,,
230,0,,
231,1,,
232,1,,
