Analysis data for 3-pattern-pattern algorithm on x signals for n = 2000
# of comparisons: 3346, regression equation: ,execution time: 0.020189 s
# of exchanges: 7, regression equation: 
count,incoming signal,x signal,y signal
0,0,1,0
1,0,1,
2,1,0,
3,1,,
4,1,,
5,0,,
6,1,,
7,1,,
8,1,,
9,0,,
10,0,,
11,1,,
12,0,,
13,0,,
14,0,,
15,0,,
16,1,,
17,0,,
18,0,,
19,0,,
20,0,,
21,0,,
22,0,,
23,1,,
24,1,,
25,0,,
26,0,,
27,1,,
28,1,,
29,0,,
30,0,,
31,1,,
32,0,,
33,0,,
34,0,,
35,0,,
36,0,,
37,1,,
38,1,,
39,0,,
40,0,,
41,1,,
42,1,,
43,1,,
44,1,,
45,0,,
46,1,,
47,0,,
48,1,,
49,0,,
50,0,,
51,1,,
52,1,,
53,1,,
54,1,,
55,0,,
56,0,,
57,1,,
58,1,,
59,0,,
60,0,,
61,0,,
62,0,,
63,0,,
64,1,,
65,1,,
66,1,,
67,1,,
68,1,,
69,1,,
70,1,,
71,1,,
72,0,,
73,0,,
74,1,,
75,1,,
76,0,,
77,0,,
78,1,,
79,1,,
80,0,,
81,0,,
82,1,,
83,1,,
84,0,,
85,1,,
86,1,,
87,1,,
88,1,,
89,0,,
90,1,,
91,0,,
92,0,,
93,0,,
94,1,,
95,1,,
96,0,,
97,1,,
98,1,,
99,0,,
100,1,,
101,0,,
102,1,,
103,0,,
104,0,,
105,1,,
106,0,,
107,1,,
108,0,,
109,0,,
110,1,,
111,0,,
112,0,,
113,1,,
114,1,,
115,1,,
116,0,,
117,1,,
118,0,,
119,0,,
120,1,,
121,1,,
122,0,,
123,0,,
124,1,,
125,1,,
126,1,,
127,1,,
128,1,,
129,1,,
130,1,,
131,1,,
132,0,,
133,1,,
134,1,,
135,0,,
136,1,,
137,1,,
138,0,,
139,1,,
140,1,,
141,0,,
142,1,,
143,0,,
144,0,,
145,0,,
146,1,,
147,0,,
148,0,,
149,0,,
150,0,,
151,0,,
152,1,,
153,0,,
154,1,,
155,0,,
156,0,,
157,0,,
158,0,,
159,1,,
160,1,,
161,0,,
162,0,,
163,1,,
164,0,,
165,1,,
166,1,,
167,1,,
168,0,,
169,1,,
170,1,,
171,1,,
172,0,,
173,1,,
174,1,,
175,1,,
176,0,,
177,1,,
178,0,,
179,1,,
180,0,,
181,1,,
182,0,,
183,0,,
184,1,,
185,1,,
186,1,,
187,1,,
188,0,,
189,0,,
190,0,,
191,0,,
192,0,,
193,0,,
194,0,,
195,1,,
196,1,,
197,1,,
198,0,,
199,0,,
200,0,,
201,1,,
202,0,,
203,0,,
204,1,,
205,1,,
206,1,,
207,0,,
208,0,,
209,0,,
210,0,,
211,1,,
212,1,,
213,0,,
214,0,,
215,1,,
216,1,,
217,0,,
218,0,,
219,0,,
220,0,,
221,1,,
222,1,,
223,0,,
224,1,,
225,1,,
226,0,,
227,0,,
228,1,,
229,0,,
230,1,,
231,1,,
232,1,,
233,0,,
234,0,,
235,0,,
236,0,,
237,0,,
238,0,,
239,0,,
240,0,,
241,1,,
242,0,,
243,1,,
244,1,,
245,0,,
246,1,,
247,1,,
248,0,,
249,0,,
250,1,,
251,1,,
252,0,,
253,0,,
254,0,,
255,1,,
256,0,,
257,0,,
258,0,,
259,1,,
260,1,,
261,0,,
262,1,,
263,0,,
264,1,,
265,1,,
266,1,,
