Analysis data for 5-pattern-pattern algorithm on x signals for n = 100
# of comparisons: 192, regression equation: ,execution time: 0.001994 s
# of exchanges: 34, regression equation: 
count,incoming signal,x signal,y signal
0,1,0,1
1,1,1,
2,0,1,
3,0,0,
4,1,1,
5,0,,
6,1,,
7,0,,
8,1,,
9,0,,
10,1,,
11,0,,
12,0,,
13,1,,
14,0,,
15,1,,
16,1,,
17,1,,
18,1,,
19,1,,
20,1,,
21,1,,
22,1,,
23,1,,
24,0,,
25,1,,
26,1,,
27,0,,
28,0,,
29,0,,
30,1,,
31,0,,
32,0,,
33,0,,
34,0,,
35,0,,
36,0,,
37,1,,
38,0,,
39,1,,
40,0,,
41,1,,
42,0,,
43,1,,
44,0,,
45,0,,
46,0,,
47,1,,
48,0,,
49,1,,
50,1,,
51,1,,
52,1,,
53,1,,
54,1,,
55,1,,
56,1,,
57,1,,
58,0,,
59,1,,
60,1,,
61,0,,
62,0,,
63,0,,
64,1,,
65,0,,
66,1,,
67,1,,
68,1,,
69,1,,
70,0,,
71,1,,
72,1,,
73,1,,
74,0,,
75,0,,
76,0,,
77,0,,
78,1,,
79,0,,
80,0,,
81,1,,
82,1,,
83,1,,
84,0,,
85,0,,
86,1,,
87,0,,
88,1,,
89,1,,
90,0,,
91,1,,
92,0,,
93,1,,
94,1,,
95,0,,
96,1,,
97,1,,
98,0,,
99,0,,
