Analysis data for 10-pattern-pattern algorithm on x and y signals for n = 100
# of comparisons: 159, regression equation: ,execution time: 0.001000 s
# of exchanges: 20, regression equation: 
count,incoming signal,x signal,y signal
0,1,1,1
1,0,1,1
2,1,0,0
3,0,1,1
4,0,0,1
5,0,1,0
6,1,1,1
7,0,1,1
8,1,1,0
9,1,1,1
10,0,,
11,1,,
12,1,,
13,0,,
14,1,,
15,1,,
16,1,,
17,0,,
18,1,,
19,0,,
20,1,,
21,1,,
22,0,,
23,1,,
24,1,,
25,1,,
26,1,,
27,0,,
28,0,,
29,0,,
30,0,,
31,0,,
32,1,,
33,1,,
34,0,,
35,0,,
36,0,,
37,0,,
38,1,,
39,1,,
40,0,,
41,1,,
42,1,,
43,1,,
44,0,,
45,1,,
46,0,,
47,1,,
48,1,,
49,1,,
50,1,,
51,1,,
52,1,,
53,0,,
54,0,,
55,0,,
56,1,,
57,0,,
58,0,,
59,1,,
60,1,,
61,0,,
62,1,,
63,1,,
64,0,,
65,1,,
66,1,,
67,0,,
68,1,,
69,1,,
70,1,,
71,1,,
72,0,,
73,0,,
74,0,,
75,1,,
76,1,,
77,0,,
78,0,,
79,0,,
80,1,,
81,1,,
82,0,,
83,1,,
84,0,,
85,0,,
86,0,,
87,1,,
88,1,,
89,0,,
90,0,,
91,0,,
92,0,,
93,1,,
94,1,,
95,1,,
96,0,,
97,0,,
98,0,,
99,1,,
