Analysis data for 3-pattern-pattern algorithm on y signals for n = 500
# of comparisons: 940, regression equation: ,execution time: 0.000000 s
# of exchanges: 4, regression equation: 
count,incoming signal,x signal,y signal
0,0,1,1
1,1,,0
2,0,,0
3,0,,
4,1,,
5,1,,
6,0,,
7,1,,
8,1,,
9,1,,
10,0,,
11,0,,
12,0,,
13,1,,
14,1,,
15,0,,
16,0,,
17,0,,
18,0,,
19,1,,
20,1,,
21,0,,
22,1,,
23,1,,
24,0,,
25,0,,
26,1,,
27,1,,
28,1,,
29,0,,
30,0,,
31,1,,
32,0,,
33,1,,
34,0,,
35,1,,
36,1,,
37,1,,
38,1,,
39,0,,
40,1,,
41,0,,
42,1,,
43,1,,
44,1,,
45,0,,
46,1,,
47,0,,
48,0,,
49,1,,
50,1,,
51,0,,
52,0,,
53,0,,
54,1,,
55,0,,
56,0,,
57,1,,
58,1,,
59,0,,
60,0,,
61,0,,
62,0,,
63,0,,
64,0,,
65,1,,
66,0,,
67,1,,
68,0,,
69,1,,
70,1,,
71,1,,
72,1,,
73,1,,
74,0,,
75,1,,
76,1,,
77,1,,
78,1,,
79,1,,
80,1,,
81,0,,
82,1,,
83,0,,
84,1,,
85,0,,
86,1,,
87,1,,
88,1,,
89,0,,
90,1,,
91,0,,
92,0,,
93,0,,
94,0,,
95,0,,
96,1,,
97,0,,
98,1,,
99,1,,
100,0,,
101,1,,
102,1,,
103,1,,
104,1,,
105,1,,
106,1,,
107,1,,
108,0,,
109,1,,
110,1,,
111,0,,
112,0,,
113,1,,
114,0,,
115,1,,
116,0,,
117,0,,
118,1,,
119,1,,
120,1,,
121,1,,
122,1,,
123,1,,
124,1,,
125,1,,
126,1,,
127,0,,
128,0,,
129,1,,
130,0,,
131,0,,
132,1,,
133,0,,
134,1,,
135,1,,
136,0,,
137,0,,
138,1,,
139,0,,
140,1,,
141,0,,
142,1,,
143,0,,
144,0,,
145,0,,
146,0,,
147,0,,
148,1,,
149,1,,
150,0,,
151,0,,
152,0,,
153,0,,
154,0,,
155,1,,
156,0,,
157,1,,
158,0,,
159,0,,
160,0,,
161,0,,
162,0,,
163,0,,
164,0,,
165,1,,
166,1,,
167,0,,
168,0,,
169,0,,
170,0,,
171,1,,
172,1,,
173,0,,
174,1,,
175,0,,
176,0,,
177,1,,
178,0,,
179,1,,
180,1,,
181,0,,
182,1,,
183,1,,
184,1,,
185,0,,
186,0,,
187,0,,
188,0,,
189,0,,
190,0,,
191,0,,
192,1,,
193,0,,
194,0,,
195,0,,
196,1,,
197,0,,
198,0,,
199,1,,
200,0,,
201,0,,
202,0,,
203,0,,
204,0,,
205,1,,
206,0,,
207,1,,
208,0,,
209,0,,
210,0,,
211,0,,
212,0,,
213,1,,
214,0,,
215,0,,
216,0,,
217,0,,
218,1,,
219,0,,
220,0,,
221,1,,
222,0,,
223,1,,
224,1,,
225,1,,
226,0,,
227,0,,
228,1,,
229,0,,
230,1,,
231,0,,
232,1,,
233,0,,
234,0,,
235,1,,
236,0,,
237,0,,
238,0,,
239,0,,
240,0,,
241,1,,
242,0,,
243,1,,
244,1,,
245,1,,
246,1,,
247,1,,
248,1,,
249,0,,
250,0,,
251,0,,
252,0,,
253,0,,
254,0,,
255,0,,
256,1,,
257,1,,
258,1,,
259,1,,
260,1,,
261,0,,
262,0,,
263,1,,
264,0,,
265,1,,
266,0,,
267,1,,
268,1,,
269,0,,
270,0,,
271,0,,
272,1,,
273,0,,
274,1,,
275,1,,
276,1,,
277,0,,
278,1,,
279,0,,
280,1,,
281,0,,
282,1,,
283,0,,
284,0,,
285,1,,
286,1,,
287,1,,
288,1,,
289,0,,
290,1,,
291,1,,
292,0,,
293,1,,
294,1,,
295,0,,
296,1,,
297,1,,
298,1,,
299,0,,
300,1,,
301,1,,
302,1,,
303,0,,
304,1,,
305,0,,
306,1,,
307,1,,
308,0,,
309,1,,
310,1,,
311,0,,
312,1,,
313,1,,
314,0,,
315,1,,
316,0,,
317,0,,
318,0,,
319,1,,
320,1,,
321,0,,
322,0,,
323,0,,
324,1,,
325,0,,
326,0,,
327,1,,
328,1,,
329,0,,
